No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,FractureToughness(MPa.m1/2)
9332,GP03-314916,JapanesePatentAsahiGlass(J),2014,A088320,Glass,Alkaline-earthSilicate,Alumino-Silicate,Boro-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.5,,70.48,9.03,6.84,3.43,9.86,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
8861,XJ03-193760,J.AmericanCeramicSoc.,2000,v.083p.0545,Glass-Ceramics,Alkaline-earthSilicate,,,GlassCeramics,,,,,,,,,AspectRatio=8.1,,62.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
12517,GP06-269685,USPatentKonicaMinolta(J),2005,A0215414,Glass,Alumino-Silicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.5,,63.07,1.33,8.29,8.88,0,0,9.09,3.88,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.3,0,0,0,0,2.86,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08
8742,GI03-191735R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Fiber,,,,Annealing:at800Cfor1h.,GlassNameC099Melting:inPT-Rhcrucibleat1600Cfor7h.,,58.71,0,6.98,2.5,24.6,0,0,4.93,0,0,0,0,0,0,0,0,0.006005,0,0,0,0,0,0.13,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
10961,GP05-228297,USPatent,2003,A0109370,Glass,Boro-Silicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,M.Ikenishietal.Ex.13,,55,10,12,8,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
2456,GI02-047457,Proc.ICG,1986,v.001p.0225,Glass,AlkaliSilicate,,,,,,,,,,,,,,74.4,0,0,0,0,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
15267,XP02-303002,EuropeanPatent,2011,A2284133,Glass-Ceramics,AlkaliSilicate,,,Translucent,,,,Dental,ArtificialTooth,,,650C20min+850C10min,Ex.5othercrystal:Li-phosphate,,61.57,0,0.57,6.55,0,0,27.38,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
2386,GJ02-046103,J.Non-CrystallineSolids,1983,v.056p.0161,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,71.33,13.64,0,0,0,0,0,15.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74
7474,GJ02-258710,PhysicsandChemistryofGlasses,2004,v.045p.0037,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,76,0,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78
15567,GP02-306220,USPatentAsahiGlass(J),2011,A0312483,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,,,,,Ex.3,,62,0,13,3,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89
17516,GP02-340133,USPatentOthers,2012,A0183812,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,Disk,,,,Magneto-OpticalMemory,Substrate,,,,Ex.18,,69.73,0,6.17,4.58,4.94,0,8.86,2.09,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25
8694,GJ02-298020,J.Non-CrystallineSolids,2010,v.356p.002417,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,75,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
12985,GP02-279074,USPatentKonicaMinolta(J),2007,A7192898,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.5,,68.7,4.79,6.36,0,0,0,10.35,5.48,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.47,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08
18299,XJ03-355436,J.MaterialsScience,2013,v.048p.3461,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,Melting,GlassCeramics,,,,,,,950C5h,D1,,50.6,0,20.7,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75
4837,GI02-095964,Proc.ICG,2001,v.002p.0233,Glass,AlkaliSilicate,,,,,,,,,,,annealedat540C1h.,,,66.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41
13091,GP03-280831,JapanesePatentCentralGlass(J),2007,A210839,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Display,Substrate,,,Annealedat550-650C.,Ex.1,,62.08,0,7.07,7.09,6.34,4.42,0,3.7,0.25,0,0,0,0,0,0,0,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66
781,GJ02-003208,J.CeramicSoc.Japan,1988,v.096p.1012,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Fiber,AlkaliResistant,Melting,,,,,,,,,67,0,0,0,6,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52
12261,XP02-266444,EuropeanPatent,2005,A1505041,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,ArtificialTooth,,,490C30min,IvoclarVivadentAGEx.2Crystalothers:Lithiumphosphate,,64.73,0,0.57,0,0,0,30.32,0,2.49,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
4838,GI02-095965,Proc.ICG,2001,v.002p.0233,Glass,AlkaliSilicate,,,,,,,,,,,annealedat540C1h.,,,66.67,0,0,0,0,0,0,8.33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47
8264,XJ03-187078,J.AmericanCeramicSoc.,1999,v.082p.2523,Glass-Ceramics,Alkaline-earthSilicate,Fluoro-Silicate,,GlassCeramics,,,,,,,,,MiseriteGlassCeramics,,62.11,0.91,0.37,0,21.47,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
14553,GJ02-298057,J.Non-CrystallineSolids,2010,v.356p.002417,Glass,AlkaliSilicate,,,,,,,,,,,,,,66.7,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97
17422,XP02-316898,EuropeanPatentIvoclarVivadentAG(LI),2014,A2765979,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,ArtificialTooth,,,,WO:2013/053867A2IvoclarVivadentAG.Ex.2,,68.17,0,0,0,0,0,28.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,1.33,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49
14130,GP02-294176,USPatent,2009,A0291820,Glass,AlkaliSilicate,,,,,,,Dental,ArtificialTooth,,,,IvoclarVivadentAG.Ex.1,,62.77,0,0.59,1.35,0,0,27.87,0,2.48,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
18339,XP02-355853,JapanesePatentAsahiGlass(J),2012,AW121116,Glass-Ceramics,AlkaliSilicate,,,Melting,GlassCeramics,,,Display,,,,537C4h+790C4h,ex.13,,65.23,0,1.8,0,0,0,27.27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35
8664,GI06-191649R,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,ElectronicsElectrical,Substrate,,,Annealing:at770Cfor1hr.,GlassNameC009.Melting:inPtRhcrucibleat1550Cfor18hr.,,65.94,0,15.68,0,0.01,0,0,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85
15482,GP02-305475,JapanesePatentKonicaMinolta(J),2011,A251854,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.5,,66.21,0,0.44,6.49,12.73,0,0,3.39,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85
12007,GP02-262433,USPatentKonicaMinolta(J),2004,A0242398,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.7,,69.52,4.85,5.7,0,0,0,9.42,5.04,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.15,0,0,0,0,2.43,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26
8764,GI05-191775,NGF'sAdditionalNewData(J),2001,v.004p.0005,Glass,Boro-Silicate,,,,,,,,,,,Annealing:at600Cfor1h.,GlassNameC141Melting:inPtcrucibleat1200Cfor7h.,,51.21,19.5,0,4,0,0,0,10.27,10.08,0,0,0,0,0,0,0,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65
8927,GP02-305476,JapanesePatentKonicaMinolta(J),2011,A251854,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.6,,71.31,0,0,3.33,9.46,0,0,1.19,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05
15944,GP06-308914,JapanesePatentOharaInc.(J),2012,A146393,Glass,Alumino-Silicate,Zinc-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.G1,,52.71,0.96,11.75,13.21,0,0,0,4.3,0,0,0,0,0,0,0,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.15,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
8708,GI03-191701,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Anneal:at620Cfor2hr.,GlassNameC061Melt:inPtPtRhat1600Cfor4hr.Defectexist.,,63.58,0,4.93,0,4.94,5.22,0,6.33,5.28,0,0,0,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61
5883,GJ02-185142,J.Non-CrystallineSolids,1999,v.253p.0126,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,78,0,2,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
7475,GJ02-258711,PhysicsandChemistryofGlasses,2004,v.045p.0037,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,72,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82
13436,XP02-285335,USPatent,2008,A0125303,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,,,,500C10min.,IvoclarVivadentAG.Ex.7,,62.79,0,0.59,1.36,0,0.72,27.79,0,2.51,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
7464,GJ02-258700,PhysicsandChemistryofGlasses,2004,v.045p.0037,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,2,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78
3417,GI02-081694,Proc.ICG,2001,v.002p.0233,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,annealedat540C1h.,,,75,0,0,7.5,2.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82
3487,XP09-083330,USPatentUSAGov.(US),1986,A4587224,Glass-Ceramics,OtherSilicate,AlkaliSilicate,,GlassCeramics,Strengthened(Tempered),,,SolderGforHermeticSeal,,,,,GlassceramictoughenedwithtetragonalZirconia.,,73.12,0,0,0,0,0,0,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
5636,GJ02-178201,J.AmericanCeramicSoc.,1998,v.081p.2485,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,J.Sehgal,,80,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
10970,GP02-228306,USPatent,2003,A0109370,Glass,AlkaliSilicate,Alkaline-earthSilicate,Boro-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,M.Ikenishietal.Ex.35,,65,5,5,5,5,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55
13586,GP06-287444,USPatentKonicaMinolta(J),2008,A7396788,Glass,Alumino-Silicate,,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.1,,57.66,4.43,9.56,13.3,0,0,7.03,3.79,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.27,0,0,0,0,2.4,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96
8707,GI03-191700R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Annealing:at610Cfor2hr.,GlassNameC060.Melting:inPtPtRhcrucibleat1600Cfor4hr.,,63.42,0,4.85,0,4.87,10.03,0,6.54,5.23,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56
2210,GJ02-037032,J.AmericanCeramicSoc.,1978,v.061p.0027,Glass,AlkaliSilicate,,,,,,,,,,,,8Figures1Table,,75,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67
9009,GP06-205239,JapanesePatentAsahiGlass(J),2000,A203874,Glass,Alumino-Silicate,Alkaline-earthSilicate,AlkaliSilicate,,,,,Substrate,PlasmaDisplay,,,,,,57.02,3.99,10.97,6.58,10.95,0,0,6.99,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71
8722,GI03-191715R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Annealing:at630Cfor2hr.,GlassNameC075Melting:inPtPtRhcrucibleat1600Cfor4hr.,,63.48,0,4.92,9.43,0,0.06,0,5.98,4.88,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73
8780,GI03-191929R,NGF'sAdditionalNewData(J),2001,v.004p.0011,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,,,,,Annealing:at550Cfor2h.,GlassNameE111Melting:inquartzcrucibleat1300Cfor4h.,,50.13,0,0,0.14,24.2,0,0,20.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51
8747,GI03-191740R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Fiber,,,,Annealing:at850Cfor1h.,GlassNameC104Melting:inPtcrucibleat1600Cfor7h.,,65.15,0,6.57,8.18,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
13439,XP02-285338,USPatent,2008,A0125303,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,,,,500C10min.,IvoclarVivadentAG.Ex.10,,62.87,0,0.59,1.36,0,0,27.75,0,2.91,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
12519,GP06-269687,USPatentKonicaMinolta(J),2005,A0215414,Glass,Alumino-Silicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.7,,61.95,0.99,8.89,8.85,0,0,8.17,2.93,1.53,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0.09,0.23,0,0,0,0,3.6,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18
15087,GP02-301883,JapanesePatentAsahiGlass(J),2011,A123924,Glass,AlkaliSilicate,,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.4,,66.3,0,8.5,0,0,0,11.6,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88
13097,GP03-280837,JapanesePatentCentralGlass(J),2007,A210839,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Display,Substrate,,,Annealedat550-650C.,Ex.7,,65.53,0,7.46,5.31,5.07,6.21,0,4.01,0.38,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68
6781,GJ05-221526,J.AmericanCeramicSoc.,2002,v.085p.2499,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,Influenceofcompositiononfatiguebehavior,,79.81,7.19,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
15943,GP06-308913,JapanesePatentOharaInc.(J),2012,A146392,Glass,Alumino-Silicate,Zinc-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.G7,,53.74,2.93,10.68,10.55,1.21,0.44,0,4.39,0,0,0,0,0,0,0,10.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,0.24,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
10068,XJ06-219615,J.Non-CrystallineSolids,2002,v.298p.0137,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,OtherSilicate,GlassCeramics,,,,,,,,Heattreatment:800C/2h+1200C/3h,Crystal:Aluminumtitanate,,57.3,0,19,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12646,GP02-272217,JapanesePatentCentralGlass(J),2006,A143523,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Display,PlasmaDisplay,Substrate,,Annealedat600-700C.,Ex.6,,66.8,0,1.75,15.89,1.43,0,0,3.97,8.43,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81
8672,GI06-191661R,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,Alkaline-earthSilicate,AlkaliSilicate,,,,,ElectronicsElectrical,Substrate,,,,GlassNameC021Melting:inPtRhcrucibleat1510Cfor16hr.Annealing:at720Cfor1hr.,,55.71,0,14.5,19.82,0,0,0,9.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18
15671,GP02-307213,JapanesePatentAsahiGlass(J),2012,A020921,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,,,,,Ex.G4,,63.5,0,11.5,3,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87
9111,XP06-206506,USPatentCorningInc.(US),2000,A6124223,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,CookingWareCulinary,TableWare,,,,,,52.54,0,15.76,18.18,0,0,3.87,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
5665,GI06-113970,AnnualMeetingCeram.Soc.Japan(J),1989,v.001p.0370,Glass,Alumino-Silicate,,,,,,,,,,,,SimulatedgrainboundaryphaseforSi3N4ceramics,,65.78,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07
